,id,created_at,source,original_text,clean_text,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries,clean_tweet,word_length,sentiment,sentiment_polar
3880,1265991045340422144,Thu May 28 12:59:20 +0000 2020,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PSBB, Angka Laka Turun 60 Persen https://t.co/aN1xgivMWP",psbb angka kecelakaan turun,in,0,1313,malangpostgrup,False,,,"Kota Malang, Jawa Timur",,psbb angka laka turun,4,-1,-4
3881,1265991018383437830,Thu May 28 12:59:14 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,907,mantankopisaset,False,,Praz_Teguh,,,teguh hukuman langgar psbb,4,1,3
3882,1265991016265342976,Thu May 28 12:59:13 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,562,_nymk,False,,Praz_Teguh,"Tangerang, Banten",,teguh hukuman langgar psbb,4,1,3
3883,1265991003384672257,Thu May 28 12:59:10 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @ZAEffendy: #Indonesia, the highest number #COVID19 deaths of more than 1400 in Southeast Asia, prepares to open its economy?

&gt; New Nor…",jumlah kematian tertinggi lebih dari di asia tenggara bersiap untuk membuka ekonominya juga baru,en,0,907,sarisetiawaty,,"Indonesia, COVID19",ZAEffendy,,,highest number deaths of more than in southeast asia prepares to open its economy gt new nor,18,-1,-3
3884,1265990974527995904,Thu May 28 12:59:03 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,569,rachmanoo,False,,Praz_Teguh,Cisalak Dan Sekitarnya,,teguh hukuman langgar psbb,4,1,3
3885,1265990964729896963,Thu May 28 12:59:01 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@mrs_enci New normal tapi PSBB, piye teh?",new normal psbb piye kakak perempuan,in,0,0,too_cats,,,mrs_enci,Bandung,,enci new normal psbb piye teh,7,-1,-2
3886,1265990957566058497,Thu May 28 12:58:59 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ztivoncadino @Praz_Teguh @nadiyaaah @untuqbercandaa @rrregita @dianayuuu_ Hahahhha menjualkan nama pak sijabat aman dari psbb a,hahahhha menjualkan nama sijabat aman psbb a,in,0,0,raudinaaaa,,,"ztivoncadino, Praz_Teguh, nadiyaaah, untuqbercandaa, rrregita, dianayuuu_",,,teguh hahahhha menjualkan nama sijabat aman psbb a,8,1,1
3887,1265990915107123200,Thu May 28 12:58:49 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @PSI_Jakarta: Pada prinsipnya,cepat atau lambat pengurangan PSBB di Jakarta akan terjadi.

Namun ada beberapa syarat yang perlu dipastik…",prinsipnya cepat lambat pengurangan psbb jakarta syarat perlu dipastik,in,0,10,Abdulla36360845,,,PSI_Jakarta,,,jakarta prinsipnya cepat lambat pengurangan psbb jakarta syarat perlu dipastik,10,1,3
3888,1265990891606405120,Thu May 28 12:58:44 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @hmetromy: #rap #covid19 Neelofa berharap setiap orang tidak mementingkan diri sendiri sebaliknya perlu berganding bahu untuk memerangi…,neelofa berharap tidak mementingkan perlu berganding bahu memerangi,in,0,19,rosesviolet97,,"rap, covid19",hmetromy,Singapore,,neelofa berharap tidak mementingkan perlu berganding bahu memerangi,10,-1,-1
3889,1265990844290490374,Thu May 28 12:58:32 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,907,wahyuoctaa,False,,Praz_Teguh,,,teguh hukuman langgar psbb,4,1,3
3890,1265990803916091396,Thu May 28 12:58:23 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Antara senang ga senang si pekanbaru ga psbb lagi:) kalo masuk kuliah pasti udah jadi canggung hehe,senang ga senang si pekanbaru ga psbb masuk kuliah canggung he,in,1,0,dedeikaaa,,,,,,senang ga senang si pekanbaru ga psbb kalo masuk kuliah udah canggung hehe,11,1,4
3891,1265990794000752645,Thu May 28 12:58:20 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@DykuMi_ Sabarr... Habis psbb berdua wkkwk,sabarr habis psbb berdua wkkwk,in,0,0,kipasanginn_5,,,DykuMi_,,,sabarr habis psbb berdua wkkwk,5,1,4
3892,1265990786958503936,Thu May 28 12:58:19 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,907,awanyiha,True,,Praz_Teguh,"Magelang, Jawa Tengah",,teguh hukuman langgar psbb,4,1,3
3893,1265990780851638277,Thu May 28 12:58:17 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@guk_lan Sidoarjo gresik berdasar PSBB sdh masuk surabaya raya
Jd boleh lah ikut surabaya 😁",sidoarjo gresik berdasar psbb sdh masuk surabaya raya surabaya,in,0,0,BagusTeddy,,,guk_lan,"ÜT: -7.267767,112.667925","[[112.661316, -7.277154], [112.696652, -7.277154], [112.696652, -7.23952], [112.661316, -7.23952]]",lan sidoarjo gresik berdasar psbb sdh masuk surabaya raya jd surabaya,10,-1,-3
3894,1265990773918404609,Thu May 28 12:58:16 +0000 2020,"<a href=""http://www.twitpane.com"" rel=""nofollow"">TwitPane for Android</a>","RT @PRFMnews: Informasi dari Sekda Kota Bandung, Ema Sumarna, khususnya PSBB Kota Bandung, evaluasinya baru akan diumumkan esok hari, Jum'a…",informasi sekda kota bandung ema sumarna psbb kota bandung evaluasinya diumumkan esok jum a,in,0,9,cyrawords,,,PRFMnews,Indonesia,,informasi sekda kota bandung ema sumarna psbb kota bandung evaluasinya diumumkan esok jum a,14,1,4
3895,1265990751671869440,Thu May 28 12:58:10 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,907,Tiwangeee,False,,Praz_Teguh,"Bekasi, Jawa Barat",,teguh hukuman langgar psbb,4,1,3
3896,1265990742557614081,Thu May 28 12:58:08 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ustadtengkuzul: Barang barang di Mall pada berjamur. Baru beberapa bulan PSBB dan rakyat awam menahan diri tidak ke Mall.
Bayangkan jik…",barang barang mall berjamur psbb rakyat awam menahan tidak mall bayangkan jik,in,0,569,MuslihatO,,,ustadtengkuzul,"Cianjur, Indonesia",,barang barang mall berjamur psbb rakyat awam menahan tidak mall bayangkan jik,12,-1,-3
3897,1265990720919224322,Thu May 28 12:58:03 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@JokerChibichan @kianinara3 @Outsider_most @___denmasNg @NgkongRoses @kianinara1 Jiahhhhhh...... Masa PSBB dilarang masuk komplek 🤣😂🤣😂🤣😂,jiahhhhhh psbb dilarang masuk komplek,in,2,0,DwiWarnaNKRI,,,"JokerChibichan, kianinara3, Outsider_most, ___denmasNg, NgkongRoses, kianinara1",TeamCakra,,most denmasng jiahhhhhh psbb dilarang masuk komplek,7,-1,-6
3898,1265990706713124865,Thu May 28 12:58:00 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,907,sukmawatidewie,False,,Praz_Teguh,Indonesia,,teguh hukuman langgar psbb,4,1,3
3899,1265990690107875329,Thu May 28 12:57:56 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @berlianidris: Gugus tugas #COVID19 menyatakan Surabaya bisa jadi Wuhan, sementara beredar materi presentasi Dinas Pendidikan Provinsi J…",gugus tugas surabaya wuhan beredar materi presentasi dinas pendidikan provinsi j,in,0,562,KosmetikDinda,,COVID19,berlianidris,,,gugus tugas surabaya wuhan beredar materi presentasi dinas pendidikan provinsi j,12,-1,-3
3900,1265990679978668032,Thu May 28 12:57:53 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,907,dvtaniaadyanty,False,,Praz_Teguh,,,teguh hukuman langgar psbb,4,1,3
3901,1265990664665174017,Thu May 28 12:57:50 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,907,dellaliciously,False,,Praz_Teguh,Indonesia,,teguh hukuman langgar psbb,4,1,3
3902,1265990659216781312,Thu May 28 12:57:48 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,907,kyutideb,False,,Praz_Teguh,all around in the world,,teguh hukuman langgar psbb,4,1,3
3903,1265990655299538946,Thu May 28 12:57:47 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@SilviAnggii komisinya baru psbb :(,komisinya psbb,in,0,0,herayuda_,,,SilviAnggii,"Bandung, Indonesia",,komisinya psbb,2,1,3
3904,1265990651193090050,Thu May 28 12:57:46 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,907,dddyyeena_,True,,Praz_Teguh,"Jakarta Barat, DKI Jakarta",,teguh hukuman langgar psbb,4,1,3
3905,1265990636802433024,Thu May 28 12:57:43 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @VIVAcoid: Viral, Tak Mampu Beli Susu Bapak Serahkan Anaknya ke Petugas PSBB https://t.co/6tr9A6G8lc",viral tidak beli susu serahkan anaknya petugas psbb,in,0,151,PrasieOet,False,,VIVAcoid,,,viral tak beli susu serahkan anaknya petugas psbb,8,-1,-10
3906,1265990628619378688,Thu May 28 12:57:41 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @RadioElshinta: Hingga hari ke-12 penerapan PSBB Malang Raya, Petugas Gabungan dari TNI, Polri, Polisi Militer, Dishub, Satpol PP dan re…",hingga penerapan psbb malang raya petugas gabungan tni polri polisi militer dishub satpol pulang pergi reply,in,0,1,masaris01,,,RadioElshinta,"Kota Malang, Jawa Timur",,hingga penerapan psbb malang raya petugas gabungan tni polri polisi militer dishub satpol pp re,16,-1,-10
3907,1265990611393376257,Thu May 28 12:57:37 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Sonnymumbunan: New Zealand menjalankan PSBB dengan serius, sistematis, berhasil atasi pandemi.

Perdana Menteri Jacinda Ardern adalah s…",new zealand menjalankan psbb serius sistematis berhasil atasi pandemi perdana menteri jacinda ardern s,in,0,1313,Apaajadehgitu,,,Sonnymumbunan,,,new zealand menjalankan psbb serius sistematis berhasil atasi pandemi perdana menteri jacinda ardern s,14,-1,-14
3908,1265990609413668867,Thu May 28 12:57:36 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Simak info berikut!
#newnormallife #indonesia #covid19 https://t.co/Qt5pDYmzYj",simak informasi,in,0,72,imnkri,False,"newnormallife, indonesia, covid19",,,,simak info,5,1,5
3909,1265990580011593729,Thu May 28 12:57:29 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,907,fatfeltx,False,,Praz_Teguh,"Kota Tangerang, Banten",,teguh hukuman langgar psbb,4,1,3
3910,1265990557215518720,Thu May 28 12:57:24 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@JustDonzh @unclesad07 @detikcom @detikfinance @jokowi @mohmahfudmd @BNPB_Indonesia Balik lagi emg dilematis kalo bahas ekonomi sm kesehatan, menurut saya perketat psbb tp dengan pengawasan yg ketat dan tes massal yg dilakukan secara masif, ini saya bicara dari segi tanggung jawab pemerintah,dana harusnya banyak kok org bisa ada rencana pemindahan ibu kota",emg dilematis bahas ekonomi kesehatan perketat psbb pengawasan ketat tes massal masif bicara segi tanggung jawab pemerintah dana rencana pemindahan ibu kota,in,0,0,jigenbor,,,"JustDonzh, unclesad07, detikcom, detikfinance, jokowi, mohmahfudmd, BNPB_Indonesia",,,indonesia emg dilematis kalo bahas ekonomi sm kesehatan perketat psbb tp pengawasan ketat tes massal masif bicara segi tanggung jawab pemerintah dana org rencana pemindahan ibu kota,23,1,9
3911,1265990554606661632,Thu May 28 12:57:23 +0000 2020,"<a href=""http://www.okezone.com"" rel=""nofollow"">OkezoneMobile</a>",Kota Tasikmalaya Segera Akhiri PSBB dan Sambut 'New Normal' #TauCepatTanpaBatas #BeritaTerkini  . https://t.co/c0Q0V2Ic3y,kota tasikmalaya akhiri psbb sambut new normal,in,0,0,okezonenews,False,"TauCepatTanpaBatas, BeritaTerkini",,Jakarta,,kota tasikmalaya akhiri psbb sambut new normal,9,1,4
3912,1265990546062839808,Thu May 28 12:57:21 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @piokharisma: Ketika pandemi di Indonesia makin mereda dan akhirnya mencapai titik terendahnya, gue mau berterima kasih sedalam-dalamnya…",pandemi indonesia mereda mencapai titik terendahnya berterima kasih sedalam dalamnya,in,0,571,DstyaTystarii17,,,piokharisma,Bandung,,pandemi indonesia mereda mencapai titik terendahnya gue berterima kasih sedalam dalamnya,10,-1,-4
3913,1265990537774940161,Thu May 28 12:57:19 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Gakkkk ada gunanya psbb sumbar tetep rame kok,gakkkk gunanya psbb sumbar ramai,in,0,907,Divapaaa,,,,"Sumatera Barat, Indonesia",,gakkkk gunanya psbb sumbar tetep rame,5,1,4
3914,1265990532456607747,Thu May 28 12:57:18 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",besok kayanya mau update summary ngapain aja pas psbb,besok kayaknya update summary sedang apa pas psbb,in,0,0,sir_reevaldi,,,,(+62),,besok kayanya update summary ngapain aja pas psbb,8,-1,-3
3915,1265990524944609282,Thu May 28 12:57:16 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,907,budak2senja,False,,Praz_Teguh,"Kalimantan Barat, Indonesia",,teguh hukuman langgar psbb,4,1,3
3916,1265990515117391873,Thu May 28 12:57:14 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,907,raflytrta,False,,Praz_Teguh,,,teguh hukuman langgar psbb,4,1,3
3917,1265990493017702401,Thu May 28 12:57:09 +0000 2020,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Kapolsek Bogor Tengah dan anggota monitoring pengguna jasa angkutan KRL di Stasiun Bogor, dalam rangka memutus penyebaran virus corona (Covid-19) selama pemberlakuan status PSBB di wilayah Kota Bogor. Kamis… https://t.co/Z0UQnJU0kI",kapolsek bogor anggota monitoring pengguna jasa angkutan krl stasiun bogor dalam rangka memutus penyebaran virus corona covid pemberlakuan status psbb wilayah kota bogor kamis,in,0,0,polsekboteng1,False,,,,,kapolsek bogor anggota monitoring pengguna jasa angkutan krl stasiun bogor dalam rangka memutus penyebaran virus corona covid pemberlakuan status psbb wilayah kota bogor kamis,24,1,9
3918,1265990492283564032,Thu May 28 12:57:08 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Walaupun psbb berakhir masker tetap selalu digunakan, biar dikirain kayak orang tinggal digurun intinya masih tetap menjaga sesuai dengan protokol kesehatan 🥺",psbb berakhir masker digunakan biar dikirain kayak digurun intinya menjaga protokol kesehatan,in,0,0,yanesaap,,,,"Bkt,Ind",,psbb berakhir masker digunakan biar dikirain kayak digurun intinya menjaga protokol kesehatan,12,-1,-3
3919,1265990486629597185,Thu May 28 12:57:07 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Prof_Kupie: Mumpung santai, ikut Nagar ah kali aja laku twitan sampah gue ini.😀😀

#KebijakanSemrawut
#KebijakanSemrawut

PSBB (Presiden…",santai nagar ah laku twitan sampah psbb presiden,in,0,12,prasty0_13,,"KebijakanSemrawut, KebijakanSemrawut",Prof_Kupie,"Jakarta Selatan, DKI Jakarta",,kupie mumpung santai nagar ah aja laku twitan sampah gue psbb presiden,11,-1,-2
3920,1265990482796011522,Thu May 28 12:57:06 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@musniumar PSBB DKI sampe tgl 4 Juni Prof,psbb dki tanggal prof,in,0,0,abi_ranata,,,musniumar,Indonesia,,psbb dki sampe tgl prof,4,-1,-4
3921,1265990479444799489,Thu May 28 12:57:05 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@kipasanginn_5 berdua juga percuma, lg psbb:')",berdua psbb,in,0,7,DykuMi_,,,kipasanginn_5,unknown,,berdua lg psbb,2,1,1
3922,1265990461883166720,Thu May 28 12:57:01 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ustadtengkuzul: Barang barang di Mall pada berjamur. Baru beberapa bulan PSBB dan rakyat awam menahan diri tidak ke Mall.
Bayangkan jik…",barang barang mall berjamur psbb rakyat awam menahan tidak mall bayangkan jik,in,0,1,ArisHid61762634,,,ustadtengkuzul,"Kota Surabaya, Jawa Timur",,barang barang mall berjamur psbb rakyat awam menahan tidak mall bayangkan jik,12,-1,-3
3923,1265990458716626945,Thu May 28 12:57:00 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,1,0,lucia_oktavia,False,,Praz_Teguh,,,teguh hukuman langgar psbb,4,1,3
3924,1265990435283046401,Thu May 28 12:56:55 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @PRFMnews: Ada perbedaan untuk wilayah Bodebek dan di luar wilayah Bodebek
https://t.co/sEBP7eg1mi",perbedaan wilayah bodebek wilayah bodebek,in,0,237,Hardi_kahar,False,,PRFMnews,"Bandung,Punk Rock City",,perbedaan wilayah bodebek wilayah bodebek,5,-1,-2
3925,1265990403779485698,Thu May 28 12:56:47 +0000 2020,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","BNPB telah meliris informasi terkait Skema Pemberian Bantuan untuk Masyarakat Terdampak Pandemi COVID-19 di website https://t.co/1jFMmctXX4. @BNPB_Indonesia 

Berikut infografisnya. Terkait detail informasinya lebih lanjut dapa0t menghubungi @KemenkeuRI. 

https://t.co/Drq0lKS0YH",bnpb meliris informasi terkait skema pemberian bantuan masyarakat terdampak pandemi covid website infografisnya terkait detail informasinya dapa t menghubungi,in,0,0,RadioElshinta,False,,"BNPB_Indonesia, KemenkeuRI","ÜT: -6.187385,106.733011",,bnpb meliris informasi terkait skema pemberian bantuan masyarakat terdampak pandemi covid website indonesia infografisnya terkait detail informasinya menghubungi,20,-1,-2
3926,1265990397295161344,Thu May 28 12:56:46 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,907,untuqbercandaa,False,,Praz_Teguh,Indonesia,,teguh hukuman langgar psbb,4,1,3
3927,1265990383567114240,Thu May 28 12:56:43 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @VIVAcoid: Viral, Tak Mampu Beli Susu Bapak Serahkan Anaknya ke Petugas PSBB https://t.co/6tr9A6G8lc",viral tidak beli susu serahkan anaknya petugas psbb,in,0,151,eva_yanuarita,False,,VIVAcoid,,,viral tak beli susu serahkan anaknya petugas psbb,8,-1,-10
3928,1265990382594084864,Thu May 28 12:56:42 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@YOONFIPRINT I'm from Indonesia which is considered close to Korea since we are 2 hours apart and here no one talks about it except on twitter. Literally news here don't even mentioned it, they busy talking abt covid19, whether the country should get back to normal or continue semi-quarantine",Saya dari Indonesia yang dianggap dekat dengan Korea karena kami terpisah beberapa jam dan di sini orang berbicara tentang hal itu kecuali di twitter secara harfiah berita di sini bahkan tidak menyebutkan mereka sibuk berbicara tentang apakah negara harus kembali normal atau melanjutkan semi karantina,en,0,0,ephorizevm,,,YOONFIPRINT,,,i m from indonesia which is considered close to korea since we are hours apaand here one talks about it except on twitter literally news here don t even mentioned it they busy talking abt whether country should get back to normal or continue semi quarantine,48,1,1
3929,1265990373014265856,Thu May 28 12:56:40 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @HotP3pp3rminTea: @Dh4nieLee nah betul kita analisa ntar semua dampak""nya.. jgn cuma buat coba"" aja.. kalo ada korban main terapin psbb…",analisa dampak nya coba korban main terapin psbb,in,0,569,Dh4nieLee,,,"HotP3pp3rminTea, Dh4nieLee",,,analisa ntar dampak nya jgn coba aja kalo korban main terapin psbb,8,-1,-3
3930,1265990365808488448,Thu May 28 12:56:38 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@svtchnsol WKWK KUYLA
EH TAPI JNGN DEKET2 AMAT
PSBB",wkwk kuyla eh jngn deket psbb,in,0,0,Askawonu,,,svtchnsol,,,wkwk kuyla eh jngn psbb,6,1,1
3931,1265990353326206977,Thu May 28 12:56:35 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @PRFMnews: Ada perbedaan untuk wilayah Bodebek dan di luar wilayah Bodebek
https://t.co/sEBP7eg1mi",perbedaan wilayah bodebek wilayah bodebek,in,0,67,inirere_,False,,PRFMnews,bandung,,perbedaan wilayah bodebek wilayah bodebek,5,-1,-2
3932,1265990307650211840,Thu May 28 12:56:24 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @VIVAcoid: Viral, Tak Mampu Beli Susu Bapak Serahkan Anaknya ke Petugas PSBB https://t.co/6tr9A6G8lc",viral tidak beli susu serahkan anaknya petugas psbb,in,0,151,Fredy_Santana01,False,,VIVAcoid,,,viral tak beli susu serahkan anaknya petugas psbb,8,-1,-10
3933,1265990293939122176,Thu May 28 12:56:21 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ZAEffendy: #Indonesia, the highest number #COVID19 deaths of more than 1400 in Southeast Asia, prepares to open its economy?

&gt; New Nor…",jumlah kematian tertinggi lebih dari di asia tenggara bersiap untuk membuka ekonominya juga baru,en,0,105,SantaPradana,,"Indonesia, COVID19",ZAEffendy,,,highest number deaths of more than in southeast asia prepares to open its economy gt new nor,18,-1,-3
3934,1265990280194387969,Thu May 28 12:56:18 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ustadtengkuzul: Barang barang di Mall pada berjamur. Baru beberapa bulan PSBB dan rakyat awam menahan diri tidak ke Mall.
Bayangkan jik…",barang barang mall berjamur psbb rakyat awam menahan tidak mall bayangkan jik,in,0,569,nizham_id,,,ustadtengkuzul,Indonesia,,barang barang mall berjamur psbb rakyat awam menahan tidak mall bayangkan jik,12,-1,-3
3935,1265990275769364480,Thu May 28 12:56:17 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ustadtengkuzul: Barang barang di Mall pada berjamur. Baru beberapa bulan PSBB dan rakyat awam menahan diri tidak ke Mall.
Bayangkan jik…",barang barang mall berjamur psbb rakyat awam menahan tidak mall bayangkan jik,in,0,569,kumalahariru,,,ustadtengkuzul,"Kalisusu, Indonesia",,barang barang mall berjamur psbb rakyat awam menahan tidak mall bayangkan jik,12,-1,-3
3936,1265990272267071489,Thu May 28 12:56:16 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,907,FPIPHO_23,False,,Praz_Teguh,Tanah Anarki,,teguh hukuman langgar psbb,4,1,3
3937,1265990263563907072,Thu May 28 12:56:14 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PSBB lanjut dong, jadi new normal tuh wacana atau gmn https://t.co/86sG5yYGCF",psbb new normal tuh wacana gmn,in,0,1,Ilham13277747,False,,,"Bandung, Jawa Barat",,psbb new normal tuh wacana gmn,6,-1,-2
3938,1265990249810780161,Thu May 28 12:56:11 +0000 2020,"<a href=""http://www.beritasatu.com"" rel=""nofollow"">beritasatu</a>","Covid-19 di Indonesia, Kedai Sayur Luncurkan Layanan Business[/italic[-to- Consumer https://t.co/TaZowKlg0f https://t.co/3XIhVCQoNO",covid indonesia kedai sayur luncurkan layanan business italic to consumer,in,2,0,Beritasatu,False,,,Jakarta,,covid indonesia kedai sayur luncurkan layanan business italic to consumer,10,1,3
3939,1265990234828705793,Thu May 28 12:56:07 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Sonnymumbunan: New Zealand menjalankan PSBB dengan serius, sistematis, berhasil atasi pandemi.

Perdana Menteri Jacinda Ardern adalah s…",new zealand menjalankan psbb serius sistematis berhasil atasi pandemi perdana menteri jacinda ardern s,in,0,1313,gandhiewidi,,,Sonnymumbunan,"Semarang, Jawa Tengah",,new zealand menjalankan psbb serius sistematis berhasil atasi pandemi perdana menteri jacinda ardern s,14,-1,-14
